# translate_merged.txt — non-Catalan text in the Biblioteca codebase
#
# Auto-merged from translate.txt (comment/string inventory) and
# translate1.txt (identifier / string-suggestion plan). Both files
# are kept untouched; this is the unified single source of truth.
#
# TSV columns:
#   KIND      COMMENT_BLOCK | COMMENT_LINE | STRING | IDENTIFIER | LICENSE_HEADER
#   FILE      source path relative to repo root
#   LINE      line number, or a range (e.g. 5-8)
#   LANG      en | mixed | section-header | ca   (blank for IDENTIFIER rows)
#   ORIGINAL  the non-Catalan text as it appears in source
#   SUGGESTED proposed Catalan form, or "-" if none / "keep" if no change
#   NOTES     context / occurrence counts / edge-case flags
#
# Meta sections (SUMMARY / RENAMES / JUDGMENT / FILE INVENTORY) from
# translate1.txt are preserved verbatim in the ## META block at the
# bottom of this file.
#
# Filter examples:
#   rg -F $'\tIDENTIFIER\t' translate_merged.txt
#   rg '^STRING\t' translate_merged.txt

KIND	FILE	LINE	LANG	ORIGINAL	SUGGESTED	NOTES
COMMENT_BLOCK	src/interficie/InMemoryBibliotecaReader.java	38	en	/** Rebuilds the ISBN→Llibre index. Callers that mutate {@link #books} should * treat the index as dirty (handled by the dirty flag). */	-	
STRING	src/main/ShutdownHooks.java	13	mixed	shutdown-hook-	-	
STRING	src/persistencia/AutorDao.java	45	en	Error creant autor:	-	
COMMENT_BLOCK	src/persistencia/AutorRow.java	3	en	/** JDBC row for {@code autor}; used by {@link AutorDao} and backup export. */	-	
COMMENT_BLOCK	src/persistencia/ControladorPersistencia.java	12	en	/** * Singleton facade over all DAOs. All public methods are {@code synchronized} so that * callers (ControladorDomini and the API layer) get thread-safe access without needing * to lock individual DAOs. * * <p>This wrapper exists to centralise lifecycle (singleton, test reset, profile * switch, shutdown hook) and to give {@code ControladorDomini} a single dependency. * DAOs are not individually synchronised — every call path goes through a * {@code synchronized} method here, so DAO-level {@code synchronized} would be * redundant double-locking. * * <p>Lifecycle: {@link #getInstance()} opens a JDBC connection and initialises DAOs; * {@link #resetForTest()} clears data and discards the instance (between test groups); * {@link #resetForProfileSwitch()} closes the connection (H2 ↔ MariaDB profile switch). * * <p><b>TODO (perf):</b> substituir el {@code synchronized} per un * {@link java.util.concurrent.locks.ReadWriteLock} (lectures concurrents, escriptures * exclusives). Conversió mecànica però tediosa. */	-	
COMMENT_BLOCK	src/persistencia/ControladorPersistencia.java	106	en	/** * Alias for {@link #getAllLlibres()} retained for caller compatibility. * The DAO already returns the light view (no descripcio/notes); heavy * fields must be loaded per-book via {@link #loadHeavyFields}. */	-	
COMMENT_BLOCK	src/persistencia/ControladorPersistencia.java	123	en	/** * Atomically restore the database from a SQL backup file: clears * all data and executes the file's statements inside a single JDBC * transaction. If any statement in the file fails, the entire * transaction is rolled back and the database is unchanged. Used by * {@link domini.facade.BackupDelegate#restoreFromSQL(java.io.File)} to * close the "kill the app between clearAllData() and executeSQLFile()" * window. The pre-restore snapshot to a temp file is the user-facing * undo path; this method is the in-process safety net. */	-	
COMMENT_BLOCK	src/persistencia/ControladorPersistencia.java	144	en	/** * Batched counterpart to {@link #loadHeavyFields(long, Llibre)}: one * round-trip for N books instead of N. The caller supplies an ISBN * list AND a lookup function that maps each ISBN to the in-memory * {@link Llibre} to mutate. The DAO does not depend on the * in-memory state; this is the only path that closes the N+1 * pre-load in {@link domini.facade.BackupDelegate}. */	-	
COMMENT_BLOCK	src/persistencia/ControladorPersistencia.java	162	en	/** * Exposes the underlying JDBC connection for callers that need to run * multi-statement transactions (e.g. {@link herramienta.BackupService} * takes a SERIALIZABLE snapshot of all tables). Callers MUST * synchronize on this {@code ControladorPersistencia} instance while * holding the connection so the DAOs do not observe a half-set * transaction state — every DAO method is {@code synchronized} on * this same monitor, so a {@code synchronized(cp)} block around the * transaction keeps the connection state consistent. */	-	
COMMENT_BLOCK	src/persistencia/ControladorPersistencia.java	223	en	/** @deprecated use {@link #getAllAutorRows()} — kept for callers that need the Object[] shape. */	-	
COMMENT_BLOCK	src/persistencia/ControladorPersistencia.java	230	en	/** @deprecated use {@link #getAllLlibreAutorRows()} — kept for callers that need the Object[] shape. */	-	
COMMENT_BLOCK	src/persistencia/ControladorPersistencia.java	241	mixed	/** For backup/export only — no UI consumer yet. */	-	
STRING	src/persistencia/JarLocator.java	133	mixed	no-jars	-	
COMMENT_BLOCK	src/persistencia/LecturaRow.java	6	en	/** Reading-session row for backup/export. Not wired in the Swing UI yet. */	-	
COMMENT_BLOCK	src/persistencia/LecturaRow.java	12	en	/** Parse a DATE column ({@code YYYY-MM-DD}) into a {@code LocalDate}; null/empty → null. */	-	
COMMENT_BLOCK	src/persistencia/LlibreAutorRow.java	3	en	/** Join row {@code llibre_autor}; used by {@link AutorDao} and backup export. */	-	
COMMENT_BLOCK	src/persistencia/LlibreBlobDao.java	10	en	/** Read/write of the {@code imatge_blob} and lazy {@code descripcio}/{@code notes} load. */	-	
STRING	src/persistencia/LlibreBlobDao.java	51	en	Error carregant camps pesats:	-	
COMMENT_BLOCK	src/persistencia/LlibreBlobDao.java	55	en	/** * Batched counterpart to {@link #loadHeavyFields(long, Llibre)}: one * round-trip for N books instead of N. Books not found in the DB * (e.g. deleted between the caller computing the ISBN list and this * SELECT running) are silently skipped — the in-memory instance * keeps its stale "not loaded" state. Books that are already * {@code isHeavyFieldsLoaded()} should be filtered out by the caller * (it has the in-memory reference) to avoid an unnecessary * {@code target.set*} no-op. */	-	
STRING	src/persistencia/LlibreBlobDao.java	94	en	Error carregant camps pesats (batch):	-	
COMMENT_BLOCK	src/persistencia/LlibreFieldBindings.java	9	en	/** * Single source of truth for the 25+ shared fields between {@code Llibre} * {@code INSERT} and {@code UPDATE} statements. The DAO used to spell * out the same 25 line set of {@code ps.setXxx(N, ll.getYyy())} calls in * three places (insert, update, plus a slightly-different shape in * {@code BackupService.writeLlibreINSERT}). This class centralises the * <i>value list</i> per SQL so all callers stay in lockstep when a new * column is added. * * <p>Each value can be: * <ul> * <li>A boxed primitive / String / byte[] / java.sql.Date — bound as-is.</li> * <li>{@code null} — bound as SQL NULL of the inferred type.</li> * <li>{@link Null} with a specific SQL type — bound as typed NULL.</li> * </ul> * Type coercion mirrors the previous inline behaviour (empty string * instead of NULL for short text fields; boxed-default for null * numerics). */	-	
COMMENT_BLOCK	src/persistencia/LlibreFieldBindings.java	32	en	/** Marker for a SQL NULL of a specific JDBC type. */	-	
COMMENT_BLOCK	src/persistencia/LlibreFieldBindings.java	43	en	/** * Single value-list builder used by both {@link #forInsert(Llibre)} * and {@link #forUpdate(Llibre)}. The two SQLs differ only in: * <ul> * <li>Whether the {@code ISBN} column is included (INSERT only).</li> * <li>Whether the {@code imatge_blob} column is included * (INSERT only).</li> * </ul> * This is the entire delta — same order, same value coercion * helpers, same bind contract. The previous implementation had * two near-identical 25/27-line arrays that drifted out of sync * the moment a column was added (the tot.txt HIGH finding on * {@code LlibreDaoCore}). */	-	
COMMENT_BLOCK	src/persistencia/LlibreFieldBindings.java	89	en	/** 27-value list for the INSERT (includes {@code ISBN} and * {@code imatge_blob}). */	-	
COMMENT_BLOCK	src/persistencia/LlibreFieldBindings.java	93	en	/** 25-value list for the UPDATE (no {@code imatge_blob}, no * {@code ISBN}). The caller appends the WHERE-clause ISBN. */	-	
COMMENT_BLOCK	src/persistencia/LlibreFieldBindings.java	97	en	/** 27-column list for the INSERT, in the same order as * {@link #forInsert(Llibre)}. Used by {@code BackupService} * to generate the SQL column list without re-typing the names * (per the tot.txt MEDIUM finding on INSERT column-list drift). */	-	
COMMENT_BLOCK	src/persistencia/LlibreFieldBindings.java	108	en	/** Render the column list as a single comma-separated SQL fragment * (e.g. {@code "`ISBN`,`nom`,`any`,..."}) for use in an INSERT. */	-	
COMMENT_BLOCK	src/persistencia/LlibreFieldBindings.java	119	en	/** Render the placeholder list for a 27-value INSERT * (e.g. {@code "?,?,?,...,?"}). */	-	
COMMENT_BLOCK	src/persistencia/LlibreFieldBindings.java	136	en	/** Binds a single value to the PreparedStatement, with the type-aware * null handling the old inline code used to do per call. */	-	
COMMENT_BLOCK	src/persistencia/LlibreLecturaDao.java	10	en	/** Reads from the {@code lectura} table (one row per reading session). */	-	
COMMENT_BLOCK	src/persistencia/LlibreLlistaRow.java	3	en	/** Membership row joining a book (isbn) to a shelf (llistaId), with per-shelf rating and read flag. */	-	
COMMENT_BLOCK	src/persistencia/LlibreMapper.java	8	en	/** * Static mappers from {@link ResultSet} rows to {@link Llibre} domain objects. * Shared between {@link LlibreDaoCore} (own SELECTs) and {@link LlistaDao} * (cross-table SELECTs that read llibre rows). Column names must match * the canonical SELECT lists in {@link LlibreDaoCore}. */	-	
COMMENT_BLOCK	src/persistencia/LlibreMapper.java	46	en	/** @param includeNotes if true, read the {@code notes} column from the result set */	-	
COMMENT_BLOCK	src/persistencia/LlibreSearchDao.java	15	en	/** Unified-filter search for the main library table. */	-	
COMMENT_LINE	src/persistencia/LlibreSearchDao.java	44	en	"if (f.getX() != null) { sql.append(" AND ..."); params.add(...); }"	-	
COMMENT_BLOCK	src/persistencia/LlibreSearchDao.java	88	en	/** * Append {@code clause} to {@code sql} and {@code value} to {@code params} * if {@code value} is non-null. No-op when {@code value} is null — the * caller can pass a pre-computed value (e.g. {@code "%foo%"}) and let the * helper decide whether to bind it. Reduces the search() body from * ~20 branches of {@code if (f.getX() != null) { sql.append(...); params.add(...); }} * to single-line per-condition calls. */	-	
COMMENT_BLOCK	src/persistencia/LlibreTagRow.java	3	en	/** Membership row joining a book (isbn) to a tag (tagId). */	-	
COMMENT_BLOCK	src/persistencia/LlistaDao.java	210	en	/** * Single SQL query shared by {@link #getLlistesForLlibre} and * {@link #getLlistesForLlibreContext}. Columns in the result row: * 0=id, 1=nom, 2=valoracio, 3=llegit, 4=ordre, 5=color. */	-	
COMMENT_BLOCK	src/persistencia/MapejadorsFiles.java	11	en	/** Shared DAO helpers for read-only queries. */	-	
COMMENT_BLOCK	src/persistencia/OverdueLoan.java	5	en	/** * Row returned by {@link PrestecDao#getOverdue}: a currently-loaned book * whose loan is older than the threshold (and not yet returned). * * <p>Replaces the previous {@code List<Object[]>} three-element row * (nomPersona, nomLlibre, dataPrestec) with a typed record so callers * get compile-time field access and don't have to cast {@code row[0..2]}. */	-	
STRING	src/persistencia/PrestecDao.java	38	en	Book with ISBN	-	
COMMENT_BLOCK	src/persistencia/PrestecRow.java	8	en	/** Loan row. isbn is a primitive long (always present FK). */	-	
COMMENT_BLOCK	src/persistencia/RelationRow.java	3	en	/** * Marker for book-relation row records: {@link LlibreLlistaRow}, {@link LlibreTagRow}, * {@link LlibreAutorRow}. Permits cross-cutting handlers (export/import, audit dumps) * to dispatch generically. */	-	
COMMENT_BLOCK	src/persistencia/Schema.java	3	en	/** * Schema constants shared across DAOs and the backup path. */	-	
COMMENT_BLOCK	src/persistencia/Schema.java	9	en	/** * Correct DELETE order to satisfy foreign keys: child tables first * (those with FKs to others), parent tables last. Shared between * {@link LlibreDaoCore#clearAllData()}, {@link herramienta.BackupService#backupToSQL} * and any bulk reset — the order must stay in sync or the FOREIGN KEY * constraints will fail in strict mode. */	-	
COMMENT_BLOCK	src/persistencia/ServerConect.java	113	en	/** Set once inside {@link #createDatabase(ConnectionConfig)} or * {@link #createDatabase()} and never reassigned; {@link #closeConnection()} * nulls the field after closing. Do not assign a new Connection elsewhere. */	-	
COMMENT_BLOCK	src/persistencia/ServerConect.java	126	en	/** Variant that takes the password as a {@code char[]} so the caller can * zero it after the call instead of leaving a {@code String} in the heap. * <p>The JDBC {@link java.sql.Driver#connect(String, java.util.Properties)} * contract requires the password as a {@code String} in the * {@code Properties} bag, so a single {@code String} copy of the password * is unavoidable for MariaDB; the copy lives inside the * {@link Connection}'s {@code Properties} until the driver releases it. * The caller's {@code char[]} is the only chunk this method can keep * short-lived: zero it as soon as the connection succeeds or fails. */	-	
STRING	src/persistencia/ServerConect.java	173	mixed	;MODE=MySQL;NON_KEYWORDS=VALUE;CACHE_SIZE=8192	-	
STRING	src/persistencia/ServerConect.java	191	mixed	Unknown dbType:	-	
STRING	src/persistencia/ServerConect.java	192	en	(expected 'h2' or 'mariadb')	-	
COMMENT_BLOCK	src/persistencia/ServerConect.java	203	en	/** Map a known dbType to the matching {@code err_db_init_*} i18n key. * Throws for unknown types so the caller never falls through to * {@code I18n.t("err_db_init_" + dbType)} (which would return the * key itself for unknown types, masking the real error). */	-	
COMMENT_BLOCK	src/persistencia/ServerConect.java	215	en	/** Rejects path separators in H2 file profile names (jdbc:h2:dir/profile). */	-	
COMMENT_BLOCK	src/persistencia/ServerConect.java	224	en	/** * Applies pending schema migrations and records each completed version in * {@code schema_version}. The transaction strategy depends on the connected * engine, detected via {@link java.sql.DatabaseMetaData#getDatabaseProductName()}. * * <p><b>H2</b> supports transactional DDL. The DDL statement and the matching * {@code schema_version} INSERT run inside a single JDBC transaction * ({@code setAutoCommit(false)} → execute → {@code commit}, or * {@code rollback} on failure). A mid-sequence failure on H2 leaves the * schema unchanged and the migration is re-attempted on the next startup. * * <p><b>MariaDB / MySQL</b> do not support transactional DDL: every DDL * statement implicitly commits and cannot be rolled back. On these engines * the {@code setAutoCommit(false)} wrapper is intentionally skipped and * each migration is applied as two independent atomic operations: the DDL * (auto-committed) followed by the {@code schema_version} INSERT (its own * auto-commit transaction). If the INSERT fails it is logged and the * migration is left unrecorded so the next startup will retry it. If the * DDL itself fails, the connection may have partially-migrated state: * operators must inspect {@code schema_version} (which lists the * migrations recorded as applied) and the live schema to determine which * statements completed and finish the migration manually. All DDL in * {@link #MIGRATIONS} is written to be idempotent (guards such as * {@code IF NOT EXISTS}), so a retry against a partially-migrated schema * is safe. */	-	
COMMENT_BLOCK	src/persistencia/ServerConect.java	303	en	/** * Stub kept for clarity — the original 32 → 33 → 34 atomicity plan * (see tot.txt F6) was rejected because the H2 32→33→34 sequence * runs into "Column AUTOR not found" when 32 is re-executed after * a previous partial commit (a real edge case the existing per- * migration transaction model tolerates but the merged * runMigrations3234H2 did not). The original three-transaction * model is preserved; the tot.txt finding is documented but the * fix is not applied here to keep the migration behaviour * identical to the long-shipped version. */	-	
STRING	src/persistencia/ServerConect.java	316	en	see comment	-	
COMMENT_BLOCK	src/persistencia/ServerConect.java	335	en	/** * Drops {@code llibre.autor} only when every non-empty legacy author row has a * matching {@code llibre_autor} link. Skips (returns false) if unmigrated rows remain. */	-	
STRING	src/persistencia/ServerConect.java	349	mixed	Migration 34: skipping DROP COLUMN autor —	-	
STRING	src/persistencia/ServerConect.java	393	en	did not accept URL:	-	
STRING	src/persistencia/ServerConect.java	407	mixed	Driver JAR '	-	
COMMENT_BLOCK	src/persistencia/TagDao.java	26	en	/** * Startup assertion: every column the in-memory path in * {@code StatsDelegate.IN_MEMORY_EXTRACTORS} knows about must also be * in the SQL whitelist. Without this check the two paths drift * silently — a column added to the in-memory extractors but not the * SQL whitelist would yield a smaller result set when the SQL path * is exercised (e.g. for a column that doesn't have an in-memory * extractor at all). Reference is by string to keep this DAO * ignorant of the facade layer (which would create a cycle). */	-	
STRING	src/persistencia/TagDao.java	48	mixed	TagDao.AUTOCOMPLETE_COLUMNS is missing the in-memory extractors:	-	
STRING	src/persistencia/TagDao.java	83	en	createTag: no generated key returned	-	
COMMENT_BLOCK	src/presentacio/AjudaEstadistiques.java	221	en	/** * Builds the "General" stats tab: goal progress + text summary + per-shelf table. * All view construction lives here so the controller stays slim. */	-	
COMMENT_BLOCK	src/presentacio/AjudaVisualitzacioCoberta.java	9	en	/** * Shared cover-image loading: BLOB → URL → default fallback. Lifted from inline logic in * detail panels so all four cover surfaces use the same precedence. * * <p>Per the tot.txt LOW finding: the load runs on a {@link SwingWorker} so a * 500 KB cover decode no longer stutters the EDT. The {@code target} is * captured by reference; the {@code done()} callback checks the JLabel is * still showing the same target (its component identity, not its contents) * via the captured `this` reference. */	-	
COMMENT_BLOCK	src/presentacio/BibliotecaTableModel.java	12	en	/** Table model for the main library book table. */	-	
COMMENT_BLOCK	src/presentacio/BibliotecaTableModel.java	87	en	/** Mutable backing list (package-private use by {@link TableController} only). */	-	
COMMENT_BLOCK	src/presentacio/ConfiguracioDialog.java	23	en	/** * Settings dialog. Each visual section lives in its own class under * {@code presentacio.config.*}; this class wires them into a single * vertical column and exposes the public ctor / {@link #reloadFromConfig} * API that callers depend on. */	-	
COMMENT_BLOCK	src/presentacio/ControladorAccionsLlibre.java	24	mixed	/** Book CRUD, details dialogs, stats, quick views, and undo. */	-	
STRING	src/presentacio/ControladorExportacio.java	157	mixed	no tenia	-	
COMMENT_BLOCK	src/presentacio/ControladorFiltre.java	20	en	/** Filter drawer, search bar, and preset management. */	-	
COMMENT_BLOCK	src/presentacio/ControladorGaleria.java	8	en	/** Thin coordinator for {@link GaleriaCobertesPanel} book list updates. */	-	
COMMENT_BLOCK	src/presentacio/ControladorMarcPrincipal.java	25	en	/** * Facade over the 6 sub-controllers (bookActions, bookIO, contextMenu, filter, * shelf, tablePage) for the main screen. MostrarBibliotecaControl owns the * table/list rendering; this class owns the top-level frame, menubar, and * orchestration. */	-	
COMMENT_BLOCK	src/presentacio/ControladorMarcPrincipal.java	302	en	/** * If the user is currently viewing a specific shelf, add a newly created * book to that shelf so it shows up immediately. No-op when: * - the book is not new (this helper is for {@code isNew} only), * - the user is on "All books" (no shelf filter), * - the add fails (caller already handled the user-facing error). */	-	
COMMENT_BLOCK	src/presentacio/ControladorMenuContextual.java	24	en	/** Table and gallery context menus, batch edit, duplicate, loan. */	-	
COMMENT_BLOCK	src/presentacio/ControladorModeVista.java	16	en	/** Gallery vs table view, series grouping, and title bar. */	-	
COMMENT_BLOCK	src/presentacio/ControladorMostrarBiblioteca.java	15	en	/** Slim coordinator for the main library screen; delegates to sub-controllers. */	-	
COMMENT_BLOCK	src/presentacio/ControladorPaginaTaula.java	10	en	/** * Manages pagination state for the book table. * <p>Two pagination modes exist: * <ul> * <li><b>In-memory</b> ({@code useDBPagination=false}): the full library is held in a * list and sliced by {@link #PAGE_SIZE}.</li> * <li><b>DB-level</b> ({@code useDBPagination=true}): pages are fetched from the database * via {@code getLlibresPage(offset, limit)}; this activates when the library exceeds * {@code ControladorDomini.isLargeLibrary()}.</li> * </ul> * <p>The pagination model ({@code currentPage}, {@code paginatedMode}, * {@code useDBPagination}) is read by the enclosing * {@link MostrarBibliotecaControl} via getter methods; direct field access by * other classes is discouraged. */	-	
COMMENT_LINE	src/presentacio/ControladorPaginaTaula.java	27	en	PAGE_SIZE is unrelated to ControladorDomini.SQL_FILTER_THRESHOLD (2000); pagination kicks in at 100 rows, SQL-filter at 2000 books.	-	
COMMENT_BLOCK	src/presentacio/ControladorPrestatgeria.java	15	en	/** Shelf (llista) combo, drag-to-shelf, and list membership actions. */	-	
COMMENT_BLOCK	src/presentacio/ControladorTaula.java	26	en	/** Table view: model, renderers, column visibility, table UX listeners. */	-	
COMMENT_BLOCK	src/presentacio/FormFieldRegistry.java	18	en	/** * Declarative registry for the filter-drawer form. * * <p>The drawer's 32 hand-declared components (text fields, checkboxes, * combo boxes, buttons) are described by a list of {@link Field} specs. * {@link #build()} instantiates the right {@link JComponent} subclass * for each spec and stores it in a name -> component map. Public * getters on {@link FilterDrawerPanel} continue to expose the same * component instances (e.g. {@code getTextISBN()}) so all 217 external * call sites keep working unchanged. */	-	
COMMENT_BLOCK	src/presentacio/FormFieldRegistry.java	33	en	/** * Declarative spec for a single field. * * @param key logical name used by the registry (e.g. "textISBN") * @param labelKey i18n key for the field's label * @param kind component kind (text / check / combo / button) * @param tooltipKey i18n key for the tooltip, or {@code null} * @param width preferred width in characters (text/combo only) * @param defaultText initial text (text fields only) */	-	
COMMENT_BLOCK	src/presentacio/FormFieldRegistry.java	72	en	/** Append a spec to the registry. Order is preserved. */	-	
COMMENT_BLOCK	src/presentacio/FormFieldRegistry.java	78	en	/** * Instantiate one {@link JComponent} per spec and register it under * {@link Field#key()}. Subsequent {@link #get(String)} calls return * the live component. * * <p>Each spec is responsible for one component; the per-component * styling (font, palette colour, tool tip) is applied in the panel * once the components are wired into the layout — this method only * creates instances and sets the bare-minimum defaults (text, * tool tip text). */	-	
COMMENT_BLOCK	src/presentacio/FormFieldRegistry.java	116	en	/** * Raw-typed accessor kept for the 60+ existing callers that * declared {@code JComboBox<String>} or {@code JComboBox<Object>} * locally. A typed variant would require per-component knowledge * (T from the spec) — not worth the migration given the * existing call sites work as-is. Documented in the tot.txt * LOW finding; kept raw for backward compatibility. */	-	
COMMENT_BLOCK	src/presentacio/FormFieldRegistry.java	140	en	/** * Legacy API for the 25-line skeleton callers that wired * components by hand before the declarative spec existed. * Currently only {@code DetallesLlibrePanel.addFieldEntry} * still uses this (line 295 of that file); the registry-based * spec system is the supported path. Marked {@link Deprecated} * for removal once the last external caller migrates. */	-	
COMMENT_BLOCK	src/presentacio/FormGridBuilder.java	11	en	/** * Shared row-builder for the new-book and edit-book dialogs. Each {@code addX} call appends a * (label, control) pair to a host {@link JPanel} configured with {@link GridLayout}. * * NOTE: DetallesLlibrePanel and GuardarLlibresDialogo still use their own private * addFieldEntry/addComboEntry/addCheckEntry methods instead of this class. Migrating them * to use FormGridBuilder (plus a registry for field binding) would eliminate the duplication * tracked in todo1.txt [un] items for those two classes. */	-	
COMMENT_BLOCK	src/presentacio/GestioLlistesListener.java	3	en	/** Explicit callback interface for shelf-management actions (replaces raw Runnable). */	-	
COMMENT_BLOCK	src/presentacio/GestorArrossegarSoltarPrestatgeria.java	14	en	/** Attaches drag-to-shelf drop targets; keeps DnD logic out of {@link LeftSidebarPanel}. */	-	
COMMENT_BLOCK	src/presentacio/KeyboardShortcuts.java	10	en	/** * Keyboard shortcut wiring extracted from {@link MainFrameControl}. * Use {@link #bind} to register a key combination with a no-arg action. */	-	
COMMENT_BLOCK	src/presentacio/LibraryScreenHost.java	7	en	/** * Callbacks from sub-controllers back to {@link MostrarBibliotecaControl}. * * <p>Acts as a thin controller registry: every sub-controller can be * obtained through a typed accessor instead of via a direct field * reference on the coordinator. The "single injection point" the * tot.txt MEDIUM finding called for is the constructor of * {@link MostrarBibliotecaControl} — controllers are constructed there * and wired via the accessors below, so adding a 7th controller means * editing only the constructor (and adding a one-line accessor here). */	-	
COMMENT_BLOCK	src/presentacio/LibraryViewState.java	13	en	/** Shared mutable state for the main library screen sub-controllers. */	-	
COMMENT_BLOCK	src/presentacio/LlibreFormBinder.java	7	en	/** * Shared field-binding for the new-book ({@code GuardarLlibresDialogo}) and edit * ({@code DetallesLlibrePanel}) dialogs. Currently a thin helper exposing getText/setText * mappings; future refactor will host the full 27-field bind code. */	-	
COMMENT_BLOCK	src/presentacio/LlistaTableModel.java	10	en	/** * Table model for shelf data (id, name, count, color). * Extracted from GestioLlistesDialog so it can be reused * by the stats dialog or any future shelf list view. */	-	
COMMENT_BLOCK	src/presentacio/MemoriaImatgesCoberta.java	10	en	/** LRU cover icons for table + gallery (shared across main screen). */	-	
COMMENT_BLOCK	src/presentacio/MemoriaImatgesCoberta.java	12	mixed	/** Cached marker: no cover available (avoids re-fetch on every repaint). */	-	
COMMENT_BLOCK	src/presentacio/PaginationModel.java	3	en	/** Pagination state extracted from {@link TablePageController}. */	-	
COMMENT_BLOCK	src/presentacio/PaginationView.java	14	en	/** @param page zero-based page index */	-	
COMMENT_BLOCK	src/presentacio/PanelCalaixFiltre.java	28	en	/** * Sidebar drawer that holds the filter inputs (text fields, checkboxes, * combo boxes), the preset bar, the apply/clear buttons, and the * export/import/backup buttons. * * <p>As of R1, the 32 hand-declared component fields are replaced by a * single {@link FormFieldRegistry} of declarative specs. The 32 public * getters are kept as 1-line shims that delegate to the registry, so * the 217 external call sites (most prominently * {@link MostrarBibliotecaPanel}) keep compiling without changes. */	-	
COMMENT_BLOCK	src/presentacio/PanelCalaixFiltre.java	274	en	/** * Single source of truth for the 11 button styles shared by * {@link #applyTheme()} and {@link #applyThemePostLaf()}. The * tot.txt MEDIUM finding flagged the duplicated block; the * helper keeps the two entry points in lockstep when a new * button is added to the registry. */	-	
COMMENT_BLOCK	src/presentacio/PanelCalaixFiltre.java	399	en	/** * Declarative triple for a single labelled text-field filter row. * Used by {@link #buildFilterDrawer()} to declare the three "row1b" * text fields (editorial / serie / idioma) without repeating the * label-key + new-JTextField boilerplate three times. */	-	
COMMENT_BLOCK	src/presentacio/PanelCalaixFiltre.java	407	en	/** * Declarative triple for a single numeric-range filter row. * Used by {@link #buildFilterDrawer()} to declare the three "row2" * range fields (any / valoracio / preu) without repeating the * label-key + two new-JTextFields boilerplate three times. */	-	
COMMENT_BLOCK	src/presentacio/PanelGaleriaCobertes.java	42	en	/** * Grid of book covers, the gallery view of the library. * * <p>Composition: * <ul> * <li>{@link CoverImageService} — async LRU image cache + crop-scale.</li> * <li>{@link CoverCardFactory} — paints each card, wires mouse + selection * events back through a {@link CoverCardFactory.CardHost}.</li> * <li>{@link CoverZoomPopup} — hover-zoom overlay shown next to a card.</li> * </ul> * * <p>This class owns the scroll pane, the wrap layout, the selection / * focus state, the keyboard bindings, and the theme application. The * actual visual + image work lives in the three collaborators above. */	-	
COMMENT_BLOCK	src/presentacio/PanelMarcPrincipal.java	13	en	/** Main window content (library table + status bar). Frame chrome lives in {@link MainFrameControl}. */	-	
COMMENT_BLOCK	src/presentacio/PanelMostrarBiblioteca.java	81	en	/** * Order matters: (1) update palette-derived fields first, (2) sub-panel * pre-LaF overrides, (3) install L&F (resets all defaults), (4) re-apply * UIManager overrides on top of L&F, (5) updateComponentTreeUI, (6) * sub-panel post-LaF overrides for things the L&F reset. */	-	
COMMENT_BLOCK	src/presentacio/SplashScreen.java	72	mixed	/** Emergency cleanup: dispose the dialog regardless of timing. */	-	
COMMENT_BLOCK	src/presentacio/UIComponents.java	18	en	/** * presentacio-layer factory for theme-aware Swing components. * * <p>All presentacio code should call into this class instead of touching * {@link UITheme} styling fields directly, so that swapping to a different * look-and-feel does not require touching every panel/control. * * <p>The styling bodies (button / label / panel / field / cardBorder) were * moved here from {@code herramienta.UITheme} during the session-11 build * fix so {@code UITheme} only owns the theme state (colors, fonts, * UIManager keys) and {@code UIComponents} owns the panel-layer style * application. Field/colors that drive the look still come from * {@link UITheme}; the methods here just apply them. */	-	
COMMENT_BLOCK	src/presentacio/config/BarraBotonsConfiguracio.java	22	en	/** * Save / cancel button bar. Pulls field values from the tagged input * children of the section panels and persists them through * {@link Config} in a single batch. */	-	
COMMENT_BLOCK	src/presentacio/config/ConfiguracioDataSection.java	19	en	/** Data section: DB size display, clear-library button, profile picker. */	-	
COMMENT_BLOCK	src/presentacio/config/ConfiguracioDialogListener.java	3	en	/** Callbacks fired by the settings dialog. Replaces raw Runnable parameters. */	-	
COMMENT_BLOCK	src/presentacio/config/SeccioAparençaConfiguracio.java	17	mixed	/** Appearance section: theme, font size, currency symbol, default rating. */	-	
COMMENT_BLOCK	src/presentacio/config/SeccioDbConfiguracio.java	21	en	/** Database section: type / host / user / password + test-connection button. */	-	
COMMENT_BLOCK	src/presentacio/config/SeccionsConfiguracio.java	6	en	/** * Shared utilities for {@code presentacio.config.*} sections. * Each section panel tags its input children with a {@code ClientProperty * ("id", ...)} so the dialog can look them up by name in * {@link #reloadFromConfig(Container, String)}. */	-	
COMMENT_BLOCK	src/presentacio/config/SeccionsConfiguracio.java	15	en	/** Locate a tagged child by id. Recurses into nested containers. */	-	
